article_id,cluster_id,span_id,span,text,label
235,910,592,"[245, 247]",Java and Bali,1
235,910,593,"[268, 270]",Java and Bali,1
805,3358,594,"[236, 238]",George W Bush,1
805,3358,595,"[363, 363]",Bush,0
853,3563,596,"[34, 44]","60 , 000 football fans watching their teams battle for glory",0
853,3563,597,"[40, 40]",their,0
80,257,598,"[452, 453]",backers,1
80,257,599,"[465, 465]",them,0
939,4043,600,"[1, 7]",Talking Point 2021 / 2022,1
939,4043,601,"[8, 14]",Talking Point 2021 / 2022,1
597,2388,602,"[50, 56]",South Korean news portal Dispatch,1
597,2388,603,"[222, 224]",Dispatch,0
324,1382,604,"[22, 22]",lowering,0
324,1382,605,"[26, 26]",This,0
157,540,606,"[354, 356]",a prison officer,0
157,540,607,"[362, 362]",He,0
844,3525,608,"[215, 226]",AN ALGORITHMIC SYSTEM,0
844,3525,609,"[227, 227]",It,0
844,3525,610,"[273, 273]",it,0
844,3525,611,"[436, 439]",the Garmin,1
275,1114,612,"[23, 23]",hiking,0
275,1114,613,"[217, 222]",this trek up the mountain,0
1337,5914,614,"[10, 11]",Goldman Sachs,1
1337,5914,615,"[33, 33]",its,0
165,598,616,"[12, 12]",Sichuan,1
165,598,617,"[65, 65]",Sichuan,1
1047,4593,618,"[123, 125]",a small party,0
1047,4593,619,"[137, 146]",a party held at the Olivos presidential residence,1
1047,4593,620,"[149, 162]",The get - together of less than a dozen people at Olivos,0
1047,4593,621,"[357, 358]",the gathering,0
85,291,622,"[73, 80]",London - based research firm Skytrax,0
85,291,623,"[133, 135]",Skytrax,1
85,291,624,"[211, 213]",Skytrax,1
85,291,625,"[313, 315]",Skytrax,1
85,291,626,"[341, 343]",Skytrax,1
85,291,627,"[391, 395]",Skytrax ' s,0
93,330,628,"[32, 32]",legislation,1
93,330,629,"[47, 47]",it,0
343,1487,630,"[7, 7]",Google,1
343,1487,631,"[128, 132]",Alphabet ' s Google,0
343,1487,632,"[182, 182]",Our,0
343,1487,633,"[193, 193]",we,0
343,1487,634,"[213, 213]",Google,1
343,1487,635,"[232, 232]",Google,1
343,1487,636,"[281, 284]",the company ' s,0
270,1079,637,"[67, 67]",resentment,1
270,1079,638,"[74, 75]",That feeling,0
1151,5113,639,"[13, 15]",intermittent fasting,1
1151,5113,640,"[57, 57]",it,0
955,4091,641,"[93, 104]",company co - founder and scientist Dr Benjamin Tee ’ s,1
955,4091,642,"[114, 114]",his,0
955,4091,643,"[126, 128]",Dr Tee,0
955,4091,644,"[130, 130]",he,0
955,4091,645,"[132, 132]",his,0
955,4091,646,"[192, 194]",Dr Tee,0
483,2031,647,"[139, 146]",59 new locally transmitted coronavirus cases,1
483,2031,648,"[163, 165]",The new cases,0
577,2305,649,"[7, 15]",Influencers on Instagram,1
577,2305,650,"[24, 24]",They,0
1221,5466,651,"[28, 34]",the World Wildlife Fund ( WWF ),1
1221,5466,652,"[247, 248]",The WWF,0
1221,5466,653,"[269, 271]",The conservation group,0
1221,5466,654,"[273, 273]",it,0
1221,5466,655,"[276, 276]",its,0
1121,4954,656,"[54, 55]",Reuters,1
1121,4954,657,"[84, 85]",Reuters,1
994,4290,658,"[56, 61]",47 new locally transmitted confirmed cases,0
994,4290,659,"[65, 69]",the lowest since Jul 30,0
575,2296,660,"[1, 1]",We,0
575,2296,661,"[29, 29]",we,0
575,2296,662,"[41, 42]",ST Digital,1
575,2296,663,"[54, 54]",our,0
805,3353,664,"[74, 77]",Barack Obama ’ s,1
805,3353,665,"[128, 128]",Obama,0
805,3353,666,"[241, 241]",Obama,0
805,3353,667,"[366, 366]",Obama,0
434,1905,668,"[42, 48]",their camp in Kota Samarahan,0
434,1905,669,"[77, 81]",the RMAF camp,1
1233,5505,670,"[27, 27]",2017,1
1233,5505,671,"[83, 83]",2017,1
1233,5505,672,"[133, 133]",2017,1
1140,5069,673,"[214, 224]","Full - time home baker Azie , 31 ,",1
1140,5069,674,"[234, 234]",she,0
1140,5069,675,"[248, 248]",she,0
1140,5069,676,"[258, 258]",her,0
1140,5069,677,"[261, 261]",her,0
1140,5069,678,"[268, 268]",I,0
1140,5069,679,"[281, 281]",I,0
1140,5069,680,"[288, 299]","Azie , who eventually found another product that worked for her",0
1140,5069,681,"[299, 299]",her,0
1140,5069,682,"[306, 306]",she,0
1140,5069,683,"[320, 320]",she,0
1140,5069,684,"[329, 329]",her,0
1140,5069,685,"[339, 339]",She,0
77,231,686,"[10, 18]","the United States , India , Australia and Japan",1
77,231,687,"[20, 20]",their,0
77,231,688,"[39, 40]",the four,0
77,231,689,"[44, 44]",their,0
77,231,690,"[58, 61]",the Quad nations,0
77,231,691,"[67, 67]",their,0
821,3428,692,"[7, 13]",The National Day Parade ( NDP ),1
821,3428,693,"[15, 15]",its,0
821,3428,694,"[64, 64]",NDP,0
821,3428,695,"[118, 118]",NDP,0
821,3428,696,"[177, 177]",NDP,0
1219,5454,697,"[30, 44]",a cross - section of Hong Kongers from both sides of the political divide,1
1219,5454,698,"[47, 47]",their,0
990,4276,699,"[113, 113]",2018,1
990,4276,700,"[311, 313]",the same year,0
409,1792,701,"[35, 35]",May,1
409,1792,702,"[48, 49]",the month,0
1023,4471,703,"[10, 10]",tea,0
1023,4471,704,"[20, 20]",its,0
1326,5858,705,"[24, 25]",his son,0
1326,5858,706,"[64, 68]",his manager son Danny Bennett,0
1326,5858,707,"[88, 89]",Danny Bennett,1
1326,5858,708,"[153, 153]",he,0
1326,5858,709,"[317, 318]",his son,0
1326,5858,710,"[355, 355]",me,0
326,1387,711,"[53, 69]",Tampines secondary school students Alexander Chua and Pratibha Naidu,1
326,1387,712,"[72, 72]",their,0
1125,4988,713,"[275, 275]",we,0
1125,4988,714,"[298, 298]",we,0
1091,4834,715,"[14, 14]",urged,0
1091,4834,716,"[81, 81]",This,0
933,4027,717,"[12, 16]",COVID - 19,1
933,4027,718,"[81, 85]",COVID - 19,1
933,4027,719,"[137, 141]",COVID - 19,1
400,1755,720,"[50, 50]",are,0
400,1755,721,"[83, 83]",That,0
1182,5225,722,"[5, 9]",2021 / 2022,1
1182,5225,723,"[14, 18]",2021 / 2022,1
301,1269,724,"[140, 142]",Real and Barcelona,1
301,1269,725,"[369, 371]",the two entities,0
604,2452,726,"[48, 55]",the areas around The Float Marina Bay,1
604,2452,727,"[70, 71]",These areas,0
604,2452,728,"[95, 97]",these event areas,0
604,2452,729,"[169, 170]",these areas,0
512,2171,730,"[5, 14]",some problems with subscriber log - ins,1
512,2171,731,"[31, 32]",the issues,0
876,3705,732,"[369, 371]",women pop stars,1
876,3705,733,"[386, 386]",They,0
1107,4900,734,"[157, 158]",a statement,0
1107,4900,735,"[206, 207]",the statement,0
299,1252,736,"[88, 89]",Lorient,1
299,1252,737,"[354, 355]",Lorient,1
472,1987,738,"[29, 32]",the pandemic,0
472,1987,739,"[90, 93]",the pandemic,0
389,1705,740,"[1, 1]",He,0
389,1705,741,"[89, 89]",he,0
389,1705,742,"[156, 156]",he,0
389,1705,743,"[184, 184]",he,0
389,1705,744,"[187, 189]",Cousteau,1
389,1705,745,"[210, 210]",he,0
1107,4901,746,"[29, 33]",COVID - 19,1
1107,4901,747,"[259, 263]",COVID - 19,1
1107,4901,748,"[385, 389]",COVID - 19,1
1139,5062,749,"[88, 89]",the government,1
1139,5062,750,"[99, 99]",its,0
284,1143,751,"[115, 126]",Le Bourget airport on the outskirts of the French capital,1
284,1143,752,"[148, 149]",the airport,0
284,1143,753,"[207, 208]",the airport,0
1142,5081,754,"[384, 402]","A psychotherapist who wanted to be known as Ms Goh , 40 ,",1
1142,5081,755,"[404, 404]",her,0
1165,5170,756,"[56, 62]",the security guard who was following him,1
1165,5170,757,"[66, 67]",the guard,0
638,2609,758,"[19, 32]","the Houston Independent School District , the seventh - largest United States school system",1
638,2609,759,"[95, 97]",The school district,0
791,3247,760,"[245, 251]",India ’ s first gold in athletics,1
791,3247,761,"[253, 254]",The gold,0
289,1183,762,"[47, 50]",three Grand Slam tournaments,0
289,1183,763,"[207, 208]",all four,0
1343,5932,764,"[30, 32]",a water buffalo,1
1343,5932,765,"[230, 231]",the buffalo,0
996,4308,766,"[17, 20]",central China ' s,1
996,4308,767,"[313, 316]",central China ' s,1
160,559,768,"[159, 176]","his colleague , Ezilarasan Nagarajan , an electrician at STIE",1
160,559,769,"[202, 204]",Nagarajan,0
934,4036,770,"[160, 161]",Daryll,1
934,4036,771,"[184, 185]",Daryll,1
934,4036,772,"[201, 201]",his,0
934,4036,773,"[205, 205]",him,0
934,4036,774,"[212, 212]",his,0
1185,5238,775,"[14, 21]",former pilot Chayaphon Satondee,1
1185,5238,776,"[42, 44]",Chayaphon,0
1185,5238,777,"[71, 71]",He,0
969,4154,778,"[70, 71]",organisers,1
969,4154,779,"[117, 117]",We,0
969,4154,780,"[132, 132]",We,0
919,3962,781,"[21, 21]",sticks,0
919,3962,782,"[28, 28]",This,0
1284,5682,783,"[361, 369]","more variation , more adaptability and more depth",0
1284,5682,784,"[372, 372]",that,0
296,1219,785,"[43, 50]",manager Nuno Espirito Santo,1
296,1219,786,"[100, 101]",Nuno,0
296,1219,787,"[104, 104]",he,0
296,1219,788,"[164, 165]",Nuno,0
296,1219,789,"[200, 200]",I,0
296,1219,790,"[226, 226]",I,0
296,1219,791,"[233, 234]",Nuno,0
52,122,792,"[13, 16]",Formula One stewards,1
52,122,793,"[162, 164]",The stewards,0
52,122,794,"[225, 225]",their,0
52,122,795,"[234, 236]",the stewards,0
52,122,796,"[265, 267]",the stewards,0
52,122,797,"[271, 271]",their,0
52,122,798,"[358, 359]",stewards,0
52,122,799,"[376, 376]",They,0
1086,4801,800,"[79, 79]",try,0
1086,4801,801,"[83, 83]",it,0
115,356,802,"[36, 38]",her fourth child,0
115,356,803,"[138, 150]","her baby boy , whom she named Ayash Affan",1
115,356,804,"[287, 291]",the baby she was carrying,0
725,2948,805,"[1, 1]",BT,1
725,2948,806,"[53, 53]",BT,1
725,2948,807,"[73, 75]",BT ' s,0
725,2948,808,"[287, 287]",BT,1
725,2948,809,"[300, 300]",BT,1
642,2638,810,"[20, 20]",Afghanistan,1
642,2638,811,"[116, 116]",Afghanistan,1
642,2638,812,"[402, 402]",Afghanistan,1
1054,4630,813,"[55, 62]",the US Centers for Disease Control and Prevention,1
1054,4630,814,"[85, 86]",CDC,0
1054,4630,815,"[181, 185]",The CDC ' s,0
1214,5425,816,"[11, 12]",Norwich City,1
1214,5425,817,"[21, 22]",his side,0
1214,5425,818,"[39, 41]",the Norfolk club,0
1214,5425,819,"[49, 49]",they,0
1214,5425,820,"[104, 104]",they,0
1214,5425,821,"[109, 111]",the Canaries,0
1214,5425,822,"[115, 115]",their,0
1214,5425,823,"[157, 157]",Norwich,0
1214,5425,824,"[187, 187]",we,0
1214,5425,825,"[193, 193]",we,0
1214,5425,826,"[228, 228]",we,0
1214,5425,827,"[237, 237]",our,0
1214,5425,828,"[245, 245]",we,0
1214,5425,829,"[263, 263]",we,0
1214,5425,830,"[276, 276]",we,0
1214,5425,831,"[286, 286]",we,0
1214,5425,832,"[294, 294]",we,0
1214,5425,833,"[307, 307]",Norwich,0
1214,5425,834,"[315, 315]",their,0
1214,5425,835,"[329, 329]",them,0
1214,5425,836,"[334, 335]",the club,0
1214,5425,837,"[340, 340]",their,0
1214,5425,838,"[348, 348]",them,0
1214,5425,839,"[358, 358]",they,0
1214,5425,840,"[383, 383]",our,0
1214,5425,841,"[398, 399]",Norwich City,1
1214,5425,842,"[401, 401]",we,0
1214,5425,843,"[406, 406]",we,0
1214,5425,844,"[417, 417]",Norwich,0
1214,5425,845,"[420, 420]",their,0
1214,5425,846,"[465, 465]",we,0
1090,4826,847,"[188, 199]",those under the World Health Organization ( WHO ) emergency use listing,1
1090,4826,848,"[201, 201]",These,0
838,3495,849,"[264, 273]",at least 67 new species that are new to science,0
838,3495,850,"[286, 286]",These,0
71,193,851,"[19, 20]",Aug 9,1
71,193,852,"[250, 251]",Aug 9,1
755,3149,853,"[19, 22]",Paris Saint - Germain,1
755,3149,854,"[29, 32]",the Ligue 1 club,0
755,3149,855,"[79, 80]",PSG,0
755,3149,856,"[98, 103]",a star - studded outfit,0
755,3149,857,"[110, 110]",its,0
755,3149,858,"[113, 114]",PSG,0
755,3149,859,"[159, 159]",their,0
755,3149,860,"[179, 208]","the Qatari - owned club , whose management have invested heavily in a bid to see the club win their maiden title in Europe ' s premier club competition",0
755,3149,861,"[196, 197]",the club,0
755,3149,862,"[199, 199]",their,0
755,3149,863,"[219, 220]",PSG,0
755,3149,864,"[252, 252]",Our,0
755,3149,865,"[283, 283]",We,0
755,3149,866,"[300, 300]",we,0
755,3149,867,"[331, 331]",We,0
755,3149,868,"[450, 451]",PSG,0
755,3149,869,"[466, 466]",our,0
421,1878,870,"[88, 108]","two Chinook helicopters carrying the state flag , each accompanied by a pair of AH - 64 Apache helicopters",1
421,1878,871,"[140, 140]",them,0
313,1355,872,"[30, 30]",Israel,1
313,1355,873,"[90, 90]",Israel,1
313,1355,874,"[147, 147]",Israel,1
701,2829,875,"[31, 31]",Malaysia,1
701,2829,876,"[109, 112]",the country ' s,0
701,2829,877,"[222, 223]",the country,0
718,2906,878,"[68, 69]",The Government,1
718,2906,879,"[221, 224]",the Government ’ s,0
549,2255,880,"[170, 195]","some of Singapore ' s major trade partners such as the United States and the euro zone , which should enable some pickup in their economies",0
549,2255,881,"[194, 194]",their,0
404,1779,882,"[169, 193]","Louis : The Game , a mobile game that can be downloaded on Apple ’ s App Store and Google Play for Android devices",1
404,1779,883,"[205, 206]",the game,0
1343,5933,884,"[238, 239]",the tourists,1
1343,5933,885,"[241, 241]",their,0
969,4155,886,"[42, 42]",F1,0
969,4155,887,"[126, 127]",Formula One,1
969,4155,888,"[140, 140]",its,0
969,4155,889,"[151, 152]",Formula One,1
1124,4976,890,"[70, 73]",audio and video features,1
1124,4976,891,"[82, 83]",These features,0
634,2577,892,"[22, 31]","Jude Walker , an 11 - year - old boy",1
634,2577,893,"[40, 40]",he,0
634,2577,894,"[48, 48]",He,0
634,2577,895,"[103, 103]",his,0
634,2577,896,"[201, 201]",Jude,0
634,2577,897,"[222, 222]",he,0
634,2577,898,"[242, 242]",I,0
634,2577,899,"[260, 261]",the boy,0
634,2577,900,"[266, 266]",he,0
634,2577,901,"[283, 283]",He,0
634,2577,902,"[381, 381]",Jude,0
634,2577,903,"[406, 406]",He,0
634,2577,904,"[425, 425]",his,0
634,2577,905,"[430, 430]",He,0
634,2577,906,"[464, 464]",Jude,0
634,2577,907,"[496, 496]",he,0
645,2655,908,"[14, 16]",Pfizer,1
645,2655,909,"[24, 24]",it,0
645,2655,910,"[28, 28]",its,0
645,2655,911,"[87, 88]",the company,0
645,2655,912,"[118, 120]",Pfizer,1
645,2655,913,"[122, 122]",it,0
645,2655,914,"[158, 160]",Pfizer,1
645,2655,915,"[163, 164]",the company,0
645,2655,916,"[209, 211]",Pfizer,1
645,2655,917,"[240, 242]",Pfizer,1
645,2655,918,"[375, 377]",Pfizer,1
645,2655,919,"[418, 420]",Pfizer,1
645,2655,920,"[444, 446]",Pfizer,1
645,2655,921,"[449, 449]",it,0
645,2655,922,"[468, 468]",its,0
1087,4807,923,"[19, 22]",CNA ' s,0
1087,4807,924,"[45, 46]",CNA,1
157,542,925,"[269, 271]",The DPP,1
157,542,926,"[408, 410]",the DPP,0
549,2254,927,"[13, 15]",Singapore ' s,1
549,2254,928,"[172, 174]",Singapore ' s,1
549,2254,929,"[197, 199]",Singapore ' s,1
614,2505,930,"[61, 61]",Tuesday,1
614,2505,931,"[180, 180]",Tuesday,1
614,2505,932,"[298, 298]",Tuesday,1
233,894,933,"[80, 83]",the pandemic,0
233,894,934,"[244, 245]",the virus,0
278,1130,935,"[16, 28]",a British newspaper that labelled him a ' wife - beater ',0
278,1130,936,"[174, 177]",The Sun tabloid,1
278,1130,937,"[237, 240]",the newspaper ' s,0
645,2666,938,"[401, 422]",the small number of myocarditis cases observed mainly in young men who received the Pfizer vaccine there,1
645,2666,939,"[433, 434]",The cases,0
753,3140,940,"[46, 47]",Leeds United,1
753,3140,941,"[394, 407]",a Leeds side that impressed in their return to the Premier League last term,0
753,3140,942,"[400, 400]",their,0
71,188,943,"[17, 17]",midnight,0
71,188,944,"[121, 121]",midnight,0
71,188,945,"[364, 364]",midnight,0
71,188,946,"[473, 473]",midnight,0
899,3816,947,"[10, 10]",announced,0
899,3816,948,"[67, 67]",This,0
791,3249,949,"[228, 228]",won,0
791,3249,950,"[285, 286]",his win,0
804,3344,951,"[297, 316]",avid gardeners who readily share tips and their harvests of cherry tomatoes and jackfruits,1
804,3344,952,"[305, 305]",their,0
91,318,953,"[108, 109]",June 30,1
91,318,954,"[174, 175]",June 30,1
285,1153,955,"[307, 314]",Manchester City manager Pep Guardiola,1
285,1153,956,"[346, 346]",he,0
285,1153,957,"[368, 369]",Pep,0
285,1153,958,"[440, 440]",manager,0
736,3035,959,"[40, 42]",The Straits Times,1
736,3035,960,"[62, 64]",The Straits Times,1
1197,5329,961,"[26, 30]",Friday ( Aug 14 ),1
1197,5329,962,"[121, 121]",Friday,0
398,1745,963,"[122, 122]",hit,0
398,1745,964,"[165, 165]",That,0
1215,5433,965,"[1, 4]",Everton midfielder James Rodriguez,1
1215,5433,966,"[9, 9]",his,0
1215,5433,967,"[47, 48]",The Colombian,0
1215,5433,968,"[65, 65]",he,0
1215,5433,969,"[82, 82]",him,0
1215,5433,970,"[84, 84]",He,0
1215,5433,971,"[90, 90]",he,0
1215,5433,972,"[119, 120]",the player,0
635,2594,973,"[287, 301]",a UN climate science report from the Intergovernmental Panel on Climate Change,1
635,2594,974,"[332, 348]",the most up - to - date assessment of the ways in which the climate is changing,0
635,2594,975,"[356, 356]",It,0
635,2594,976,"[381, 381]",it,0
173,638,977,"[257, 266]",imports of US - and British - made vaccines,1
173,638,978,"[269, 269]",they,0
889,3769,979,"[140, 149]","South Korea , archery ’ s international powerhouse",1
889,3769,980,"[158, 161]",An ’ s country,0
1142,5082,981,"[404, 416]","her husband ’ s grandmother , who has mild dementia ,",0
1142,5082,982,"[422, 422]",her,0
1142,5082,983,"[445, 452]",the 89 - year - old ’ s,0
1142,5082,984,"[466, 466]",her,0
1142,5082,985,"[492, 492]",her,0
440,1918,986,"[86, 107]",a better - than - expected turnout of 7 . 7 per cent GDP growth during the first half of the year,1
440,1918,987,"[109, 109]",This,0
1049,4603,988,"[21, 23]",Australia ' s,1
1049,4603,989,"[49, 67]","the country , where only about 25 per cent of people above 16 are fully vaccinated",0
1049,4603,990,"[154, 156]",Australia ' s,1
1049,4603,991,"[174, 177]",the country ' s,0
1049,4603,992,"[206, 206]",Australia,0
135,489,993,"[281, 281]",return,0
135,489,994,"[297, 298]",the idea,0
135,489,995,"[300, 300]",it,0
957,4092,996,"[41, 48]",the US Centers for Disease Control and Prevention,1
957,4092,997,"[57, 59]",The CDC,0
957,4092,998,"[61, 61]",it,0
957,4092,999,"[79, 79]",It,0
957,4092,1000,"[125, 126]",The agency,0
957,4092,1001,"[173, 176]",CDC ' s,0
957,4092,1002,"[209, 209]",We,0
957,4092,1003,"[221, 222]",the agency,0
957,4092,1004,"[244, 244]",We,0
957,4092,1005,"[251, 251]",We,0
957,4092,1006,"[298, 300]",the CDC,0
957,4092,1007,"[319, 321]",The CDC,0
957,4092,1008,"[323, 323]",it,0
957,4092,1009,"[368, 368]",We,0
957,4092,1010,"[405, 405]",We,0
49,117,1011,"[26, 45]","Skateboarding bronze medallist Sky Brown , who is 13 and ' stoked '",1
49,117,1012,"[65, 65]",her,0
49,117,1013,"[67, 67]",Her,0
289,1180,1014,"[15, 15]",withdrew,0
289,1180,1015,"[92, 92]",this,0
413,1819,1016,"[17, 18]",the West,1
413,1819,1017,"[236, 237]",the West,1
607,2478,1018,"[332, 334]",Scammers,1
607,2478,1019,"[337, 337]",their,0
272,1101,1020,"[411, 413]",Global temperature rises,0
272,1101,1021,"[423, 423]",This,0
474,1997,1022,"[12, 12]",retirement,0
474,1997,1023,"[27, 27]",it,0
285,1145,1024,"[22, 24]",Lionel Messi,1
285,1145,1025,"[28, 28]",his,0
285,1145,1026,"[37, 41]",Argentine superstar Messi,0
285,1145,1027,"[45, 45]",he,0
285,1145,1028,"[47, 47]",his,0
285,1145,1029,"[93, 94]",Messi,0
285,1145,1030,"[97, 97]",his,0
493,2102,1031,"[102, 106]",Prof Bajpai,1
493,2102,1032,"[267, 273]",Prof Bajpai ' s,0
1250,5543,1033,"[250, 256]",a finance company in the Alexandra area,1
1250,5543,1034,"[282, 285]",the company ' s,0
1250,5543,1035,"[367, 369]",the finance company,0
338,1455,1036,"[35, 38]",the World Health Organization,1
338,1455,1037,"[148, 148]",WHO,0
338,1455,1038,"[213, 215]",WHO ' s,0
338,1455,1039,"[363, 363]",WHO,0
414,1825,1040,"[59, 71]",Malaysia ’ s seven - day average daily new cases per million population,1
414,1825,1041,"[115, 117]",the same parameter,0
1152,5119,1042,"[123, 125]",a glass pot,0
1152,5119,1043,"[149, 150]",the pot,0
232,880,1044,"[23, 27]",COVID - 19,1
232,880,1045,"[194, 197]",Covid - 19,0
232,880,1046,"[375, 379]",COVID - 19,1
1339,5917,1047,"[20, 23]",CNA Lifestyle,1
1339,5917,1048,"[24, 29]",CNA Lifestyle ’ s,0
839,3499,1049,"[1, 5]",SINGAPORE,0
839,3499,1050,"[12, 12]",my,0
839,3499,1051,"[106, 106]",my,0
839,3499,1052,"[118, 118]",my,0
839,3499,1053,"[121, 121]",I,0
839,3499,1054,"[162, 162]",My,0
839,3499,1055,"[179, 179]",my,0
839,3499,1056,"[190, 190]",my,0
839,3499,1057,"[243, 243]",I,0
839,3499,1058,"[280, 280]",I,0
839,3499,1059,"[286, 286]",my,0
839,3499,1060,"[294, 294]",I,0
839,3499,1061,"[305, 305]",I,0
839,3499,1062,"[322, 322]",I,0
839,3499,1063,"[341, 341]",my,0
839,3499,1064,"[423, 423]",I,0
1304,5747,1065,"[285, 286]",the tale,0
1304,5747,1066,"[303, 304]",the story,0
1081,4770,1067,"[9, 10]",Bedok,1
1081,4770,1068,"[21, 22]",the neighbourhood,0
1081,4770,1069,"[148, 149]",the neighbourhood,0
1081,4770,1070,"[269, 270]",your neighbourhood,0
1081,4770,1071,"[348, 349]",the area,0
359,1542,1072,"[75, 81]",We in the financial system stability board,1
359,1542,1073,"[84, 84]",our,0
359,1542,1074,"[160, 160]",we,0
814,3407,1075,"[17, 20]",The River Valley incident,1
814,3407,1076,"[57, 58]",the incident,0
592,2364,1077,"[9, 12]",Covid - 19,1
592,2364,1078,"[97, 100]",Covid - 19,1
592,2364,1079,"[403, 406]",Covid - 19,1
110,345,1080,"[4, 32]","a grand torch relay for the 2008 Summer Olympics , a coming - out party where it could flex its diplomatic and economic muscles on a global stage",1
110,345,1081,"[35, 48]","the relay , which spanned continents and even featured a climb up Mount Everest",0
427,1901,1082,"[9, 13]",steroidal creams,1
427,1901,1083,"[21, 23]",these creams,0
427,1901,1084,"[34, 34]",them,0
183,685,1085,"[188, 188]",talking,0
183,685,1086,"[195, 196]",the discussions,0
1095,4843,1087,"[7, 8]",A woman,0
1095,4843,1088,"[29, 46]","The 35 - year - old woman , whose name was redacted in court documents ,",0
1095,4843,1089,"[59, 59]",Her,0
1095,4843,1090,"[83, 88]","a woman , aged 35 ,",0
1095,4843,1091,"[101, 101]",her,0
1095,4843,1092,"[108, 108]",her,0
1095,4843,1093,"[145, 146]",The woman,0
1095,4843,1094,"[153, 153]",she,0
1095,4843,1095,"[172, 172]",she,0
1095,4843,1096,"[187, 187]",Her,0
1095,4843,1097,"[204, 204]",she,0
582,2323,1098,"[15, 21]",Ministry of Education ( MOE ),1
582,2323,1099,"[73, 74]",the ministry,0
582,2323,1100,"[172, 173]",The ministry,0
582,2323,1101,"[381, 382]",MOE,0
582,2323,1102,"[392, 392]",its,0
995,4296,1103,"[6, 8]",China ' s,0
995,4296,1104,"[63, 66]",his country ' s,0
995,4296,1105,"[204, 204]",China,1
995,4296,1106,"[206, 206]",its,0
995,4296,1107,"[235, 237]",China ' s,0
5,23,1108,"[18, 44]",a hydrogel that could be used as a one - off intervention to treat Parkinson ' s disease and possibly other neurological conditions,0
5,23,1109,"[87, 105]","a gel made up of amino acids , which can be injected into the brain to help repair damage",0
5,23,1110,"[110, 113]",the hydrogel,0
5,23,1111,"[135, 136]",The gel,0
5,23,1112,"[142, 142]",its,0
5,23,1113,"[177, 177]",it,0
5,23,1114,"[244, 245]",The gel,0
5,23,1115,"[287, 288]",the gel,0
5,23,1116,"[301, 304]",the hydrogel,0
5,23,1117,"[355, 356]",The gel,0
1006,4380,1118,"[33, 42]",its coldest region of Yakutia in Siberia,0
1006,4380,1119,"[81, 93]","Yakutia , one of the hardest - hit regions this year",0
1006,4380,1120,"[149, 165]",Yakutia - a sparsely populated region nearly five times the size of France -,0
1006,4380,1121,"[202, 203]",the region,0
1006,4380,1122,"[214, 216]",Yakutia,1
1006,4380,1123,"[265, 266]",the region,0
1006,4380,1124,"[394, 396]",Yakutia,1
183,692,1125,"[315, 320]",smaller peer China Calxon Group,1
183,692,1126,"[331, 336]",the Shenzhen - listed firm,0
1120,4944,1127,"[6, 18]",A container port in China ' s eastern marine hub Ningbo,0
1120,4944,1128,"[106, 111]",Ningbo Zhoushan port,1
1120,4944,1129,"[171, 176]",Ningbo Zhoushan Port,0
1120,4944,1130,"[178, 198]","Ningbo Zhoushan port , China ' s second - largest container port by handling volume after Shanghai ,",0
1120,4944,1131,"[230, 231]",The port,0
1120,4944,1132,"[277, 279]",Meidong port,0
305,1291,1133,"[66, 68]",Newshub,1
305,1291,1134,"[89, 91]",Newshub,1
127,444,1135,"[65, 65]",one,0
127,444,1136,"[139, 140]",the post,0
127,444,1137,"[148, 149]",the photo,0
600,2420,1138,"[190, 192]",China ' s,0
600,2420,1139,"[280, 282]",China ' s,0
600,2420,1140,"[346, 346]",China,1
1051,4614,1141,"[5, 5]",Turkey,1
1051,4614,1142,"[17, 19]",Turkey ' s,0
1051,4614,1143,"[44, 45]",the country,0
1051,4614,1144,"[55, 55]",Turkey,1
162,575,1145,"[93, 97]",China ' s securities regulator,1
162,575,1146,"[102, 102]",its,0
1305,5749,1147,"[20, 26]",his daughter Britney ' s,0
1305,5749,1148,"[31, 35]",the pop star ' s,0
1305,5749,1149,"[71, 74]",the singer ' s,0
1305,5749,1150,"[92, 95]",his daughter ' s,0
1305,5749,1151,"[98, 98]",she,0
1305,5749,1152,"[118, 123]",The Toxic pop star,0
1305,5749,1153,"[131, 131]",her,0
1305,5749,1154,"[137, 137]",her,0
1305,5749,1155,"[170, 173]",Britney Spears,1
1305,5749,1156,"[200, 203]",his daughter ' s,0
1305,5749,1157,"[258, 259]",his daughter,0
1305,5749,1158,"[265, 265]",her,0
1305,5749,1159,"[273, 273]",her,0
1305,5749,1160,"[288, 291]",his daughter ’ s,0
1305,5749,1161,"[314, 320]","Britney Spears , 39 ,",0
1305,5749,1162,"[334, 334]",her,0
1305,5749,1163,"[343, 346]",the singer ' s,0
301,1262,1164,"[21, 25]",CVC Capital Partners ',0
301,1262,1165,"[154, 155]",CVC,0
301,1262,1166,"[198, 201]",CVC Capital Partners,1
301,1262,1167,"[225, 225]",it,0
301,1262,1168,"[237, 237]",itself,0
301,1262,1169,"[252, 253]",CVC,0
301,1262,1170,"[255, 255]",it,0
301,1262,1171,"[269, 269]",it,0
675,2751,1172,"[1, 1]",We,0
675,2751,1173,"[29, 29]",we,0
675,2751,1174,"[41, 42]",ST Digital,1
675,2751,1175,"[54, 54]",our,0
54,138,1176,"[73, 80]",London - based research firm Skytrax,0
54,138,1177,"[133, 135]",Skytrax,1
54,138,1178,"[211, 213]",Skytrax,1
